Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Total SF,Total Bathrooms,House Age,Years Since Remodel,Has Pool
32,527451410,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,525.0,GasA,3,Y,SBrkr,0,1092,3,1,3,6,Typ,0,0,Detchd,1971.0,Unf,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,None,None,0,3,2010,WD ,Family,11.385103457032141,1617.0,1.5,39,39,0
1342,903230120,20,RM,99.0,5940,Pave,None,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,CBlock,None,0.0,3,3,PConc,0,0,0,0,0.0,0,0.0,0.0,GasA,3,Y,FuseA,0,896,2,1,3,4,Typ,0,0,Detchd,1946.0,Unf,1.0,280.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,4,2008,ConLD,Abnorml,11.277215789596893,896.0,1.0,62,58,0
723,902402150,30,RM,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,MetalSd,Stucco,None,0.0,3,3,BrkTil,3,3,1,5,247.0,3,465.0,310.0,GasW,3,N,SBrkr,0,1022,2,1,3,4,Maj2,0,0,Detchd,1956.0,Unf,1.0,280.0,3,3,Y,0,30,226,0,0,0,0,None,None,0,6,2009,WD ,Normal,11.350418300109132,2044.0,2.0,99,3,0
952,914475030,85,RL,72.0,9360,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,7,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,3,6,841.0,2,116.0,0.0,GasA,3,Y,SBrkr,0,1287,2,1,3,5,Typ,2,2,Attchd,1977.0,RFn,2.0,541.0,3,3,Y,302,39,0,0,120,0,0,GdWo,None,0,11,2009,WD ,Normal,12.06105265381003,2244.0,2.5,32,32,0
2237,910201180,70,RM,50.0,9060,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,BrkTil,4,3,1,5,548.0,1,0.0,311.0,GasA,5,Y,SBrkr,0,1828,3,1,4,6,Typ,0,0,Detchd,1923.0,None,0.0,0.0,0,0,Y,174,0,212,0,0,0,0,MnPrv,None,0,3,2007,WD ,Alloca,11.924438911612596,2687.0,2.0,84,8,0
215,904352190,190,RH,60.0,6048,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Artery,Norm,2fmCon,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,2,2,736.0,1,0.0,120.0,GasA,4,Y,SBrkr,0,1680,2,2,3,7,Typ,1,4,Detchd,1910.0,Unf,2.0,450.0,3,2,P,56,144,0,0,0,0,0,None,None,0,6,2010,COD,Normal,11.651826167019166,2536.0,3.0,100,60,0
990,526351030,20,RL,87.0,11029,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,Hip,CompShg,MetalSd,MetalSd,None,0.0,5,3,CBlock,4,3,1,5,528.0,4,411.0,245.0,GasA,5,Y,SBrkr,0,1414,3,1,3,6,Min1,1,3,Attchd,1990.0,Unf,2.0,601.0,3,3,Y,0,51,0,0,190,0,0,None,None,0,5,2008,WD ,Normal,12.081081821061819,2598.0,2.0,50,6,0
1165,533212150,160,FV,34.0,3604,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,689.0,GasA,5,Y,SBrkr,0,1392,2,1,4,5,Typ,0,0,Detchd,2007.0,Unf,2.0,540.0,3,3,Y,0,102,0,0,0,0,0,None,None,0,2,2008,WD ,Abnorml,11.891368749982085,2081.0,2.0,1,1,0
2729,905300010,85,RL,72.0,10820,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,3,3,PConc,4,3,3,6,535.0,3,159.0,88.0,GasA,5,Y,SBrkr,0,810,2,1,3,4,Typ,0,0,Detchd,1973.0,Unf,2.0,576.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,6,2006,WD ,Normal,11.775297421715827,1592.0,2.0,35,34,0
1892,534401200,80,RL,80.0,9200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,3,3,CBlock,3,3,4,6,494.0,1,0.0,548.0,GasA,3,Y,SBrkr,0,1042,3,1,3,5,Typ,0,0,Attchd,1965.0,RFn,2.0,440.0,3,3,Y,192,0,0,0,0,0,0,GdPrv,None,0,5,2007,WD ,Normal,11.989165855127435,2084.0,2.0,42,42,0
327,923225300,160,RM,,1974,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,1,4,334.0,1,0.0,212.0,GasA,3,Y,SBrkr,0,1092,3,1,3,6,Typ,0,0,Attchd,1973.0,RFn,1.0,286.0,3,3,Y,120,96,0,0,0,0,0,None,None,0,5,2010,WD ,Normal,11.332613886815139,1638.0,1.5,37,37,0
561,532377130,20,RL,80.0,10000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,594.0,1,0.0,270.0,GasA,5,Y,SBrkr,0,1144,3,1,3,6,Typ,1,3,Attchd,1961.0,RFn,1.0,264.0,3,3,Y,165,0,0,0,0,0,0,GdWo,Shed,400,3,2009,WD ,Normal,11.786008995353765,2008.0,2.0,48,26,0
1384,905107380,20,RL,,9981,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,340.0,3,3,CBlock,3,3,2,4,221.0,1,0.0,852.0,GasA,4,Y,SBrkr,0,1073,3,1,3,6,Typ,0,0,Attchd,1967.0,RFn,1.0,270.0,3,3,Y,0,90,0,0,0,0,0,MnPrv,None,0,3,2008,WD ,Normal,11.695255355062795,2146.0,1.0,41,41,0
1725,528186120,120,RL,68.0,7820,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,5,3,PConc,5,3,1,1,0.0,1,0.0,1869.0,GasA,5,Y,SBrkr,0,1869,2,1,5,6,Typ,1,4,Attchd,2007.0,RFn,2.0,617.0,3,3,Y,210,54,0,0,0,0,0,None,None,0,12,2007,New,Partial,12.670001611311875,3738.0,2.0,0,0,0
1087,528235120,60,RL,62.0,7415,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,6,759.0,1,0.0,80.0,GasA,5,Y,SBrkr,0,1593,3,1,3,8,Typ,1,3,Attchd,2004.0,Fin,2.0,398.0,3,3,Y,100,75,0,0,0,0,0,None,None,0,4,2008,WD ,Normal,12.170450649220749,2432.0,3.5,4,4,0
2275,921126010,20,RL,93.0,15306,Pave,None,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,4,3,PConc,5,3,4,6,80.0,1,0.0,1652.0,GasA,5,Y,SBrkr,0,1776,3,1,4,7,Typ,1,4,Attchd,2006.0,Fin,3.0,712.0,3,3,Y,0,0,0,0,0,0,0,None,None,0,5,2007,New,Partial,12.554840409959793,3508.0,3.0,1,0,0
342,526302110,20,RL,74.0,13008,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,2,2,1,3,564.0,1,0.0,318.0,GasA,3,Y,SBrkr,0,882,2,1,3,5,Typ,0,0,Attchd,1956.0,Unf,1.0,502.0,3,3,Y,0,0,0,0,0,0,0,None,None,0,10,2009,WD ,Normal,11.732069026983156,1764.0,1.0,53,53,0
1654,527353080,60,RL,80.0,11584,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,96.0,3,3,CBlock,3,3,1,6,315.0,3,110.0,114.0,GasA,3,Y,SBrkr,0,1725,3,1,3,6,Typ,1,3,Attchd,1979.0,RFn,2.0,550.0,3,3,Y,0,88,216,0,0,0,0,None,None,0,11,2007,WD ,Normal,12.190964083849375,2264.0,2.5,28,28,0
148,535179020,20,RL,80.0,10032,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,432.0,3,3,CBlock,3,3,1,3,734.0,1,0.0,510.0,GasA,5,Y,SBrkr,0,1580,3,1,3,6,Typ,2,4,Attchd,1956.0,Unf,2.0,440.0,3,3,Y,0,28,0,0,160,0,0,GdWo,None,0,6,2010,WD ,Normal,11.979805470779858,2824.0,2.5,51,51,0
2283,923205025,190,RL,,32463,Pave,None,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,3,4,CBlock,3,3,3,4,1159.0,1,0.0,90.0,GasA,5,Y,SBrkr,0,1622,3,1,3,7,Typ,1,3,2Types,1975.0,Fin,4.0,1356.0,3,3,Y,439,0,0,0,0,0,0,None,None,0,3,2007,WD ,Normal,12.031725210748633,2871.0,2.0,46,32,0
2355,527375160,80,RL,81.0,10530,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,Plywood,Plywood,BrkFace,248.0,3,3,CBlock,3,2,1,5,548.0,1,0.0,127.0,GasA,3,Y,SBrkr,0,1875,3,1,4,8,Typ,1,3,Attchd,1975.0,RFn,2.0,485.0,3,3,Y,48,28,0,0,0,0,0,None,None,0,6,2006,WD ,Normal,12.12541016250223,2550.0,3.0,31,6,0
1108,528365080,60,RL,91.0,10010,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,Hip,WdShake,VinylSd,VinylSd,BrkFace,320.0,4,3,PConc,4,3,3,4,228.0,6,852.0,0.0,GasA,5,Y,SBrkr,0,2197,4,1,4,9,Typ,1,4,Attchd,1993.0,Fin,3.0,783.0,3,3,Y,385,99,0,0,0,0,0,None,None,0,7,2008,WD ,Normal,12.568981617474362,3277.0,3.5,15,14,0
849,907194010,60,RL,79.0,12420,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,666.0,1,0.0,278.0,GasA,5,Y,SBrkr,0,1840,3,1,4,6,Typ,0,0,Attchd,2001.0,RFn,2.0,622.0,3,3,Y,0,45,0,0,0,0,0,None,None,0,6,2009,WD ,Normal,12.345838935721968,2784.0,3.5,8,8,0
967,916460110,60,RL,75.0,9157,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,912.0,GasA,5,Y,SBrkr,0,2014,3,1,4,9,Typ,0,0,Attchd,2003.0,Fin,2.0,486.0,3,3,Y,124,114,0,0,0,0,0,None,None,0,2,2009,WD ,Abnorml,12.04355959836804,2926.0,2.5,6,6,0
1073,528186030,120,RL,62.0,12677,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,5,3,PConc,5,3,4,6,1218.0,1,0.0,300.0,GasA,5,Y,SBrkr,0,1518,1,1,5,6,Typ,1,4,Attchd,2003.0,RFn,2.0,588.0,3,3,Y,185,140,0,0,0,0,0,None,None,0,4,2008,WD ,Normal,12.520887034998584,3036.0,1.5,5,4,0
2405,528180080,120,RL,48.0,5911,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,278.0,5,3,PConc,5,3,1,6,472.0,1,0.0,1088.0,GasA,5,Y,SBrkr,0,1565,2,1,5,6,Typ,1,4,Attchd,2005.0,RFn,2.0,556.0,3,3,Y,196,56,0,0,0,0,0,None,None,0,3,2006,WD ,Normal,12.551437369385376,3125.0,3.0,1,1,0
156,535350030,20,RL,85.0,10200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,3,3,CBlock,3,3,1,5,320.0,4,362.0,404.0,GasA,4,Y,SBrkr,0,1086,3,1,3,6,Typ,0,0,Attchd,1989.0,Unf,2.0,490.0,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,5,2010,WD ,Normal,11.88380602959621,2172.0,2.0,56,7,0
666,535383120,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,630.0,GasA,3,Y,FuseA,0,725,1,1,3,4,Typ,0,0,Detchd,1959.0,Unf,1.0,320.0,3,3,Y,0,30,0,0,0,0,0,None,None,0,11,2009,WD ,Normal,11.270866642542865,1355.0,1.5,119,11,0
662,535382100,70,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,3,3,1,1,0.0,1,0.0,560.0,GasA,5,Y,SBrkr,0,1690,4,1,4,5,Typ,0,0,Detchd,2008.0,Unf,2.0,624.0,3,3,Y,0,0,112,0,0,0,0,None,None,0,8,2009,WD ,Normal,11.960817678718287,2250.0,2.0,99,1,0
1003,527145090,120,RL,39.0,5070,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1280.0,GasA,5,Y,SBrkr,0,1280,2,1,4,5,Typ,0,0,Attchd,1992.0,RFn,2.0,506.0,3,3,Y,0,82,0,0,144,0,0,None,None,0,8,2008,WD ,Normal,12.100717685412471,2560.0,2.0,16,16,0
2285,923225050,120,RM,44.0,4224,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,1,5,874.0,1,0.0,268.0,GasA,3,Y,SBrkr,0,1142,3,1,3,6,Typ,1,1,Attchd,1976.0,Fin,2.0,528.0,3,3,Y,536,90,0,0,0,0,0,MnPrv,None,0,8,2007,WD ,Normal,11.80560254159177,2284.0,2.5,31,31,0
2457,528429120,20,RL,49.0,20896,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,2,6,1721.0,1,0.0,356.0,GasA,5,Y,SBrkr,0,2097,1,1,5,8,Typ,1,5,Attchd,2005.0,Fin,3.0,1134.0,3,3,Y,192,267,0,0,0,0,0,None,None,0,1,2006,New,Partial,12.955129822091815,4174.0,2.5,1,0,0
177,902128170,30,RM,60.0,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,Stone,294.0,3,4,CBlock,3,3,1,4,510.0,1,0.0,278.0,GasA,3,Y,SBrkr,0,804,2,1,4,4,Typ,2,4,Attchd,1940.0,Unf,1.0,240.0,3,3,Y,0,0,154,0,0,0,0,MnPrv,None,0,2,2010,WD ,Abnorml,11.686887175419702,1592.0,2.0,70,18,0
2592,535327210,20,RL,70.0,13300,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,VinylSd,None,0.0,3,3,CBlock,3,3,1,3,494.0,1,0.0,521.0,GasA,4,Y,SBrkr,0,1384,2,1,3,6,Min1,0,0,Attchd,2001.0,Unf,2.0,896.0,3,3,Y,75,0,0,323,0,0,0,None,Shed,400,6,2006,WD ,Normal,11.976665770490767,2399.0,2.0,50,5,0
1525,909251090,70,RL,79.0,11526,Pave,None,IR1,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2.5Fin,6,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,5,3,1,1,0.0,1,0.0,588.0,GasA,2,Y,SBrkr,384,2555,3,1,3,11,Min1,1,4,Detchd,1993.0,Fin,2.0,672.0,3,3,Y,431,0,0,0,0,0,0,None,None,0,9,2008,WD ,Normal,12.160033942617156,2759.0,2.0,86,14,0
2754,906380180,20,RL,64.0,6762,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,3,1,0.0,1,0.0,1286.0,GasA,5,Y,SBrkr,0,1294,2,1,4,6,Typ,1,4,Attchd,2006.0,RFn,2.0,662.0,3,3,Y,168,55,0,0,0,0,0,None,None,0,7,2006,New,Partial,12.174994689959313,2580.0,2.0,0,0,0
1204,534252270,60,RL,,9900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,342.0,3,3,CBlock,3,3,1,4,552.0,1,0.0,280.0,GasA,4,Y,SBrkr,0,1978,4,1,3,9,Typ,1,4,Attchd,1968.0,RFn,2.0,486.0,3,3,Y,0,43,0,0,0,0,0,GdPrv,None,0,4,2008,WD ,Normal,12.07824495582233,2810.0,2.5,40,40,0
25,527402250,20,RL,,12537,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,6,734.0,1,0.0,344.0,GasA,5,Y,SBrkr,0,1078,3,1,3,6,Typ,1,2,Attchd,1971.0,Fin,2.0,500.0,3,3,Y,0,0,0,0,0,0,0,None,None,0,4,2010,WD ,Normal,11.917730355182513,2156.0,2.5,39,2,0
2747,906202040,20,RL,,11200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,4,3,CBlock,4,3,1,6,1258.0,1,0.0,40.0,GasA,3,Y,SBrkr,0,1298,3,1,4,5,Typ,1,3,Attchd,1985.0,Unf,2.0,403.0,3,3,Y,165,26,0,0,0,0,0,None,None,0,5,2006,WD ,Normal,12.100717685412471,2596.0,3.0,21,21,0
2652,902204060,190,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1Story,5,7,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,6,576.0,1,0.0,384.0,GasA,3,Y,FuseA,0,960,3,1,3,5,Typ,0,0,Detchd,1976.0,Unf,2.0,576.0,3,3,Y,0,0,0,0,0,0,0,None,None,0,6,2006,WD ,Normal,11.816734299348461,1920.0,2.0,51,51,0
2274,917425190,20,RL,50.0,35133,Grvl,None,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,3,3,CBlock,3,3,4,3,1159.0,1,0.0,413.0,GasA,4,Y,SBrkr,0,1572,3,1,3,5,Typ,2,3,2Types,1963.0,RFn,3.0,995.0,3,3,Y,0,263,0,0,263,0,0,None,None,0,5,2007,WD ,Normal,12.137263685701864,3144.0,2.5,44,44,0
2243,911103060,190,C (all),75.0,8250,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,2fmCon,2Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,957.0,GasA,2,N,SBrkr,0,1991,4,2,3,9,Typ,0,0,None,1895.0,None,0.0,0.0,0,0,N,0,0,133,0,0,0,0,None,None,0,6,2007,WD ,Normal,11.691916481667727,2948.0,2.0,112,1,0
876,907290070,20,RL,70.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1212.0,GasA,5,Y,SBrkr,0,1212,3,1,4,6,Typ,0,0,Attchd,2001.0,RFn,2.0,573.0,3,3,Y,356,0,0,0,0,0,0,None,None,0,6,2009,WD ,Normal,12.08954444723597,2424.0,2.0,8,8,0
2633,535478070,20,RL,74.0,7400,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1Story,7,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,2,809.0,1,0.0,236.0,GasA,4,Y,SBrkr,0,1045,3,1,3,6,Typ,0,0,Detchd,1962.0,Unf,2.0,528.0,3,3,Y,0,0,0,0,0,0,0,None,None,0,3,2006,WD ,Normal,11.695255355062795,2090.0,2.0,44,44,0
939,909475300,20,RL,,21695,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,4,4,CBlock,4,3,1,6,808.0,1,0.0,72.0,GasA,5,Y,SBrkr,0,1680,3,1,4,5,Typ,1,4,Attchd,1988.0,Fin,2.0,540.0,3,3,Y,292,44,0,182,0,0,0,None,None,0,12,2009,WD ,Normal,12.310437165348775,2560.0,3.0,21,2,0
2635,535478110,190,RL,70.0,7000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,3,5,953.0,1,0.0,72.0,GasA,3,Y,SBrkr,0,1025,3,1,3,6,Typ,0,0,None,1962.0,None,0.0,0.0,0,0,Y,96,80,0,0,0,0,0,None,None,0,3,2006,WD ,Normal,11.728044909070785,2050.0,2.0,44,44,0
1553,910226040,50,RM,75.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,WdShing,Wd Shng,BrkFace,162.0,3,3,CBlock,3,3,1,5,330.0,1,0.0,821.0,GasA,4,Y,FuseA,0,1955,4,1,3,7,Typ,0,0,Attchd,1958.0,Fin,1.0,356.0,3,3,Y,0,0,0,0,0,0,0,None,None,0,1,2008,WD ,Normal,12.016732516077072,3106.0,2.0,50,50,0
347,527107130,80,RL,60.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,3,3,PConc,4,3,1,6,284.0,1,0.0,100.0,GasA,4,Y,SBrkr,0,1628,3,1,3,7,Typ,1,3,BuiltIn,1996.0,Fin,2.0,390.0,3,3,Y,48,72,0,0,0,0,0,None,Shed,490,6,2009,WD ,Normal,12.149507585033072,2012.0,2.5,13,12,0
2448,528344060,60,RL,78.0,12011,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,4,3,PConc,4,3,3,6,956.0,1,0.0,130.0,GasA,5,Y,SBrkr,0,1924,3,1,4,7,Typ,1,3,Attchd,1998.0,RFn,2.0,592.0,3,3,Y,208,75,0,0,374,0,0,None,None,0,6,2006,WD ,Normal,12.54254845357358,3010.0,3.5,8,8,0
2904,923125030,20,A (agr),125.0,31250,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,1,3,Gable,CompShg,CBlock,VinylSd,None,0.0,3,2,CBlock,0,0,0,0,0.0,0,0.0,0.0,GasA,3,Y,FuseA,0,1600,3,1,3,6,Mod,0,0,Attchd,1951.0,Unf,1.0,270.0,2,3,N,0,0,135,0,0,0,0,None,None,0,5,2006,WD ,Normal,11.308370569092329,1600.0,1.5,55,55,0
1923,535176070,20,RL,90.0,11988,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,3,777.0,1,0.0,467.0,GasA,5,Y,FuseA,0,1244,3,1,3,6,Typ,2,4,Attchd,1957.0,Unf,1.0,336.0,3,3,Y,0,40,0,0,0,0,0,None,None,0,5,2007,WD ,Normal,11.918397239722838,2488.0,1.5,50,50,0
386,527366030,60,FV,,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,RRNn,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1058.0,GasA,5,Y,SBrkr,0,1874,3,1,4,7,Typ,1,3,Attchd,2000.0,Fin,2.0,588.0,3,3,Y,0,134,0,0,0,0,0,None,None,0,3,2009,WD ,Normal,12.301387370778713,2932.0,2.5,9,8,0
